,pvalue,medianA,medianB,meanA,meanB,pvalue_adj
TER94,1.8397470452762957e-63,7.333978410560213,0.0,5.562189204542087,2.1431646172484196,2.9965799873460305e-59
RpL37a,4.227763590714376e-63,8.644873556766274,6.795835712521713,7.773989806460384,5.407784517712246,6.886181336555576e-59
RpL9,7.466534408280737e-63,7.823116623204116,3.284495123794313,6.6717137571788845,3.7070171435444013,1.2161491244207665e-58
CG17556,9.097802198735109e-63,5.1715108833165715,0.0,4.223626262334098,1.613469007113618,1.4818500221299745e-58
RpL27A,1.6879241031973423e-62,6.959427043485483,0.0,5.882080872369096,2.7701156098732436,2.749290779287831e-58
sced,2.015352265738874e-62,5.181170168872796,0.0,4.395845342742681,1.180139604655761,3.282605770435478e-58
capt,3.802220474286405e-62,6.301457555595865,0.0,4.736654609268125,1.6856566330036766,6.193056708517696e-58
CG9669,3.8608704981774234e-62,5.086400829856407,0.0,4.075013866089919,1.490600382680027,6.288585867431387e-58
CG6083,4.669089344151799e-62,0.0,0.0,0.07360370653008977,1.79616303672753,7.605012723754451e-58
RpS19a,5.54424082707976e-62,7.379972167166231,4.8232895481524185,6.527034398855324,3.8621126430004216,9.030459459147513e-58
janA,6.664751763387825e-62,5.736509625759732,0.0,4.307465258291222,1.3095641654171086,1.085554767220609e-57
U4-U6-60K,9.653033192409104e-62,5.952536906224054,0.0,4.424504509050212,1.1889333406033633,1.572286046379595e-57
twr,9.745508443343863e-62,7.51803611586217,0.0,6.213758376340044,2.9256996299310494,1.5873484152518482e-57
l(3)01239,1.918392756919847e-61,7.251959777611666,0.0,5.5694788179266155,2.0624092414050774,3.124678122471047e-57
Tsp96F,3.0634237904545192e-61,5.7419848351079645,0.7035920692682225,5.33566081962607,2.5093711935313556,4.989704669892321e-57
Mlc-c,3.361863397341686e-61,7.7312301691620675,0.0,5.962201424696631,2.654207701077632,5.475803101590139e-57
PPP4R2r,3.373956391187165e-61,7.248460914969562,0.0,5.660101454612346,2.351072813114494,5.495500169965654e-57
Tina-1,3.769599678982378e-61,9.503441769897666,7.356776699527076,8.29272895727669,5.095068065821244,6.139923957126497e-57
Kr-h1,6.047654548969574e-61,0.0,0.0,0.005284750721945987,1.5989741626362803,9.850419729361642e-57
rin,6.769268674789616e-61,8.933952802541143,7.123713098383423,8.221389319727717,5.810934638721032,1.1025784817497326e-56
CG5516,7.01765910224522e-61,5.996801216810526,0.0,4.52591262847317,1.4361786077226055,1.1430363145737015e-56
Uch-L5,7.288073900372423e-61,7.274969873591175,0.0,5.373347761898082,1.830477969914328,1.1870814768926603e-56
Hel25E,9.669640104016745e-61,8.027555743074247,0.0,5.962342024192544,2.297218301416584,1.5749909801422474e-56
CG15522,1.2737236125642013e-60,3.8720675577857655,0.0,4.041300872593016,0.9552244232023914,2.074641020144571e-56
CG13293,1.981620704547684e-60,6.416710632187632,0.0,5.16753586485353,2.0973829026628183,3.2276638035672676e-56
CG11577,2.3061258639501835e-60,4.574715405017678,0.0,3.9668031379692006,1.300218391597397,3.756217807202059e-56
ergic53,3.0392594716966576e-60,6.0708555474342605,0.0,4.638421453184969,1.490395082547351,4.950345827499516e-56
Srp9,5.58153971147986e-60,6.2726683866776645,0.0,4.652228257992277,1.6030951597531218,9.091211882058396e-56
Drep2,5.847975799683757e-60,7.964620780654659,5.427549232599484,7.266967490382882,4.649589395156405,9.525182982524904e-56
SmD1,7.501690113201442e-60,3.8463764718981177,0.0,3.3763132553261253,0.7865205734323821,1.221875285638251e-55
CG33129,7.645392344664907e-60,8.776373403557225,4.9068508213864845,7.711686313423307,4.426350759074933,1.24528150509902e-55
CG30423,7.899195073924062e-60,7.641659015556043,1.0844430332175032,6.504963760347544,3.421175703247554,1.2866208936407512e-55
Nlp,8.930797732698832e-60,7.089325249783973,0.0,5.315086217802715,1.9181884633140043,1.4546483347019858e-55
RpS15Aa,1.1475028229774454e-59,8.179673452799197,5.903362126286806,7.172455208202587,4.6096046038296565,1.869052598065663e-55
RpS23,1.3579156579793748e-59,6.921684942069462,1.357399709262872,5.920127387148505,3.0723609226317645,2.2117730237168057e-55
Sap47,1.7707173051190821e-59,9.925292389457981,11.001068085995442,9.282373932850982,10.113712331072378,2.884144346577961e-55
nAChRalpha5,2.223425180364546e-59,9.237591789542863,6.899945853002756,8.147639841940611,5.393659965371482,3.621514933777772e-55
RpS29,2.338765329146989e-59,8.150027058596441,5.941398098174046,6.9621969506628245,4.533631057035687,3.809380968114616e-55
CG10674,2.387339354530544e-59,5.1272467943203255,0.0,3.965053278554964,1.356425914687805,3.8884983406593496e-55
CG34132,4.337128506687286e-59,6.6913624543294095,0.0,5.435122918566217,2.3625422764437234,7.064314911692251e-55
Prosalpha7,4.569911201414532e-59,7.222749216124389,0.0,5.382236527385229,1.987864979117917,7.44347136486399e-55
CG13298,1.0299254694467123e-58,7.283483366455058,0.0,5.682419178224507,2.392595972428226,1.677542604634805e-54
Cnx99A,1.2597218676725126e-58,9.694374294537868,7.4450094075408,8.383514787516967,5.279283530725577,2.0518349780649884e-54
Syngr,1.3107249398116579e-58,0.0,1.2078224019141968,0.8480706395399085,3.143327261968796,2.1349087819652285e-54
CG14079,1.4679824744175676e-58,0.0,0.0,2.363456133744312,0.018755018922775705,2.3910498543313343e-54
