,pvalue,medianA,medianB,meanA,meanB,pvalue_adj
ERp60,1.5987036325696379e-153,10.0229615,4.154106812742869,9.66004980951375,4.350814537905952,2.6039684767294263e-149
CG42239,1.6934024248241254e-153,5.840850099999999,0.0,5.050675772315014,0.8244616811627962,2.7582138695535356e-149
CG15387,2.8782926229780924e-153,6.09745135,0.0,4.8060600684989385,0.3469590671033329,4.688163024306717e-149
Sep1,4.4499076389113393e-153,8.578786000000001,0.0,7.2246045543023305,1.393944230206577,7.2480095622587895e-149
CG14321,1.1078252821068128e-152,7.749432649999999,0.0,7.3891896419133305,2.249266432240871,1.8044258194955765e-148
RpL27,9.415250174834295e-152,7.8341055,1.3356508760045465,7.54569820676532,3.0049256177797212,1.5335559484770101e-147
HIP-R,1.2060172463722528e-151,6.3112601999999995,0.0,5.965039919534871,1.853716510288503,1.9643608908911256e-147
RpL4,3.2538145156785466e-151,9.666441500000001,5.525002434306203,9.328581616173361,4.458078627747593,5.299813083137216e-147
OstDelta,3.982613114610469e-151,8.609066,0.0,7.094766761300209,1.205469339645259,6.486880241077532e-147
CG31221,6.924982334529607e-151,1.5828838,10.818661819505312,3.3858560371564472,9.339216857273335,1.1279411226481824e-146
Calr,1.548431343782606e-150,10.552563,8.089766210838647,10.417756023467224,5.975656774486296,2.5220849727531086e-146
Cbp53E,1.6021723678443147e-150,0.0,9.764581002857188,2.1241659539852016,8.38400920683266,2.60961835274482e-146
RpL37a,3.38624163692789e-150,9.521031,6.795835712521713,9.269515706659629,5.407784517712246,5.515510378228148e-146
Rab6,4.658453264489936e-150,9.268276499999999,0.0,8.61210654577168,2.7085730273549755,7.587688677201208e-146
CG13364,5.406077186290273e-150,7.865622200000001,0.0,7.564360067441855,2.9746582897375835,8.805418521029596e-146
Sap47,5.94204381323691e-150,8.138538,11.001068085995442,7.0311603290063385,10.113712331072378,9.67840096300028e-146
RpL37A,6.16855477215986e-150,7.727167850000001,1.3143380146404455,7.389700803805499,3.000409964778672,1.004734201289398e-145
RpS13,8.492134587459361e-150,8.6511975,0.0,8.363590166596197,3.373662307451245,1.3831988816053807e-145
janA,1.7817823333548829e-149,7.07946765,0.0,6.3455991732558275,1.3095641654171086,2.902167064568433e-145
Prosbeta3,2.647589283936526e-149,9.038153000000001,0.0,8.66775855253699,3.069292215357415,4.312393425675814e-145
RpS24,3.553016244568714e-149,8.724558,4.7648036796964615,8.564253256025362,3.9346732143846617,5.787152859153521e-145
nAChRalpha7,8.325423356925773e-149,10.544386500000002,7.916563088100991,10.342644026638467,6.1325754955598155,1.35604495637607e-144
glob1,8.782939973617267e-149,8.704392000000002,0.0,7.418104338403804,1.4543932980946268,1.4305652629027803e-144
Ref1,1.1105576113342138e-148,8.614226500000001,0.0,7.856700862241004,2.730885071568813,1.8088762373411675e-144
CG3402,1.932340208405917e-148,7.987431600000001,0.0,6.67670054412262,1.0712382432074092,3.147395731451558e-144
Rm62,4.09511273210659e-148,10.138758,7.235557782453727,9.814225148837203,5.534460674880823,6.670119618055214e-144
Fas1,1.0497365759109657e-147,6.3319945,10.05492369002113,6.372620313530655,9.476433509267459,1.709810934843781e-143
CG9344,1.6946542059841612e-147,6.0584818,0.0,5.147062347843552,0.8421415145761554,2.7602527707070015e-143
RpLP2,5.042850051500276e-147,8.850947999999999,5.931063179941338,8.689008033192387,4.531376123885764,8.21379416388365e-143
CG12038,4.920261352833494e-146,8.8258515,0.0,7.861507822515856,2.2836531457754736,8.014121691495195e-142
RpL9,1.3625595703811396e-145,8.6375545,3.284495123794313,8.312069959577164,3.7070171435444013,2.2193370282368e-141
Nph,3.758558811058025e-145,7.5825236,0.0,6.799674237272735,1.606460721767775,6.121940591451311e-141
RpL26,1.1036867913955893e-144,8.51997875,5.351331829461527,8.263840920613095,4.001120161528331,1.797685045825136e-140
GMF,2.2256923323454413e-144,6.997134000000001,0.0,5.633306741479911,0.6740488770830205,3.625207670924255e-140
wls,5.03964812912202e-144,8.1555675,0.0,6.487942231659634,1.0635122953656957,8.208578872713946e-140
qkr58E-3,2.758341495179518e-143,9.210485,0.0,8.639329416131076,3.5128745212031203,4.492786627348399e-139
lark,6.055270826496193e-143,9.823959,0.12757226098217217,9.371108913298103,3.987223677052711,9.862825122196998e-139
Prosalpha6,1.1450905586567382e-142,8.476222,0.0,7.497945558192387,1.8769021881002825,1.865123501940095e-138
Prosalpha2,1.3140638469271439e-142,8.328288,0.0,7.711571101395355,2.341578506800507,2.1403471938749318e-138
RpL18,1.3714217862746799e-142,8.4200615,3.769469820695416,8.026888526215643,3.61951734292103,2.2337718054841987e-138
CG6329,2.067389393761642e-142,6.874677500000001,10.57011450048584,5.408822209852012,9.346713676249587,3.3673638445589625e-138
hts,2.998625873318776e-142,9.1516615,0.9450132540158767,8.541249267610985,3.325944853027553,4.884161822461623e-138
eff,3.3725301192072994e-142,10.5465135,8.787978829905807,10.45351666067654,6.951689722087503,5.493177058164849e-138
stai,3.4564609791464586e-142,10.121642,8.251572744380756,9.962944672938669,7.100406565111864,5.629883642833752e-138
Hasp,8.526282049556793e-142,2.7610655,10.396951557896863,3.840665537389012,9.041068262623298,1.3887608202318105e-137
RpLP1,6.212337266711107e-141,9.655215,7.4101180868140055,9.502620621141665,5.532116517473851,1.011865494001905e-136
eIF-4a,2.0553920303510725e-140,11.213530500000001,9.742053571043396,11.10505645824525,8.463040081633105,3.3478225390358267e-136
mago,2.1647306813397684e-140,7.70999215,0.0,6.852585159513745,1.5079634238821462,3.525913333766215e-136
CG4678,3.2257305920533754e-140,0.0,1.7225855194531687,0.013998806553911206,3.979565038755653,5.254069988336538e-136
Pp2A-29B,1.046742187325697e-139,9.91513,3.103234902748653,9.147845184038058,4.092387247052918,1.7049336747160952e-135
CG9919,2.0728528891874466e-139,10.802377499999999,9.0301585026052,10.609232093446085,6.359060112353528,3.376262785908513e-135
RpL18A,6.137556666265595e-139,9.686498,7.064894144778711,9.498337186997887,5.2441463478918875,9.9968522980134e-135
CG8223,1.2980906988881084e-138,5.06771,0.0,3.914271676458777,0.3233018820728552,2.114330130348951e-134
otk,4.1057416577530476e-138,7.07978475,0.0,5.413516583150102,0.4306569915451327,6.687432012148164e-134
prominin-like,9.528352670536819e-138,8.608903999999999,0.0,7.502493602748407,2.0228876491486494,1.551978082977037e-133
Sik2,1.705096278193144e-137,8.258003500000001,0.0,6.710111177928126,1.2233539308012105,2.777260817920993e-133
PyK,3.303311929262301e-137,1.10415595,10.579545324849756,3.7782979639217737,8.920380193710466,5.380434470382436e-133
RpL30,8.63613463243501e-137,7.115716150000001,0.0,6.741311567124735,2.4255645369614687,1.4066536089310145e-132
mt:Cyt-b,2.164557455750456e-136,9.001676,11.297642732454737,8.839819947463011,10.830984435969704,3.525631183926343e-132
Mlc-c,3.2356164351772413e-136,8.614518,0.0,7.791772833403812,2.654207701077632,5.2701720496166907e-132
Fpps,3.5727448054837346e-136,8.13242975,0.0,6.848979923699793,1.3320315339338347,5.819286739171906e-132
HDAC1,5.3273222670173184e-136,8.0063775,0.0,6.446645148636361,1.2324920103716839,8.677142508517808e-132
RpS2,1.455882276102083e-135,10.3176205,8.108213502082897,10.12302814587737,6.238118330370325,2.371341051315073e-131
Capr,2.9566382097680947e-135,8.504071,0.0,7.288932442336156,1.8578035247800464,4.815772316070273e-131
CG1518,4.3572108806746854e-135,9.069856,0.0,7.432314683784355,1.7239006374474268,7.097025082442927e-131
Arpc4,6.018669294397923e-135,7.27847835,0.0,6.426070882241017,1.564316475564485,9.803208546715338e-131
CG9922,7.564372428696349e-135,6.392925999999999,0.0,5.3120578059725165,0.9371113783801638,1.2320849811860612e-130
Swip-1,4.132484146081324e-134,8.0180765,0.625319491956409,7.159345117145879,2.5591969262801078,6.730990177137261e-130
Jupiter,1.9585897081483206e-133,10.210193,8.44287837007724,10.05433310676532,6.688263610031934,3.190150916631985e-129
Pglym78,2.8711962512359134e-133,6.39216285,10.464126816010054,4.37302093678647,8.916238664498705,4.676604454013056e-129
sif,3.4488932413409666e-133,6.745453299999999,9.850529431946459,5.7993534958773685,9.137124440642856,5.617557311496166e-129
CG32225,5.664802572723938e-133,0.0,8.110469198001233,0.5239918768498942,5.5844826709334,9.22683043045275e-129
RpS12,9.224385730809216e-133,9.2869045,6.871735152797379,9.144972490909096,5.211075884668975,1.502467947834205e-128
nrv3,2.0920488375282585e-132,11.331077,13.238690056962657,11.239327578435509,12.322853412348444,3.407529146566027e-128
Gpdh,2.0957747611836053e-132,0.0,9.969205077434914,2.0851324740697685,7.655575467630202,3.413597931015856e-128
Hem,3.498362851105364e-132,8.40616,0.0,6.053904007885835,0.572968455313852,5.698133411880418e-128
CG9705,4.683254354587851e-132,7.9231074999999995,0.0,6.252337411035936,1.2501999981170033,7.628084692752692e-128
RpS3A,1.5498984597201576e-131,10.10774,8.45218598779272,9.97156386014799,6.567952633613986,2.5244746111921927e-127
Oaz,2.387852354205852e-131,9.6663635,5.512155958339673,9.20158810113107,4.562307385636135,3.889333914530492e-127
RpS7,2.998687336551394e-131,10.4371385,8.73998470074611,10.305559138160673,7.139690707291268,4.8842619337749105e-127
RpS10b,5.959935106976043e-131,8.066358,0.9243444294518495,7.615207643868911,3.2640076289235225,9.707542302242579e-127
EF2,7.548993745579911e-131,11.201822499999999,9.437569676518152,10.990826818710365,7.659432375217615,1.2295801012800558e-126
Hydr2,8.403818526727279e-131,8.631829999999999,0.0,7.090611207325583,1.8128711212702764,1.3688139616333391e-126
CG3822,9.6486923698815e-131,7.2618568,0.0,5.8088808268816035,1.0267728624014705,1.5715790132062988e-126
CG3967,2.3256766729770317e-130,9.093710999999999,0.0,7.992324212505281,3.049678325921854,3.7880621649449895e-126
Prosalpha4,5.27364688016597e-130,8.0947815,0.0,6.932330472980972,1.68973685038747,8.589716038414332e-126
Sema-2b,7.117455614698305e-130,8.7837155,0.0,7.968458553456663,2.8014266037776405,1.1592911705220599e-125
vimar,7.994393264372072e-130,8.562533250000001,0.0,6.938009332410138,1.63809851953342,1.302126774900923e-125
CG11444,8.189648928118965e-130,7.1974528,0.0,6.227010647272725,1.3713599625303747,1.3339300174120172e-125
SmB,8.381111665893579e-130,7.516967200000001,0.0,6.799725106490484,1.814341039824983,1.3651154681407462e-125
RpL3,1.0570821052782502e-129,10.266138000000002,7.87259496267691,9.892232294112043,5.766878107230654,1.721775333077214e-125
Art4,1.4438038098109568e-129,4.963040599999999,0.0,4.22881002856237,0.3222023873678503,2.3516676454200864e-125
CG5641,2.1535260189941062e-129,8.4845965,0.0,7.203020379418618,1.882477073491663,3.5076631797376e-125
FKBP59,2.7611754097370475e-129,9.166995,0.0,8.351372484207177,2.9884140115000215,4.497402507379703e-125
Prosalpha3,7.735905495453169e-129,8.395035,0.0,7.501046112536992,2.1697609672769165,1.2600242870994121e-124
Cngl,2.8202203650501177e-128,5.4818859,9.496909791066496,4.5700605741014755,8.310706030088056,4.593574930593632e-124
RpS27A,4.858646782388703e-128,8.639798500000001,6.007817447835695,8.45804102019028,4.419194473975744,7.91376387915472e-124
28SrRNA-Psi:CR45859,5.101711142539101e-128,5.9037146499999995,4.351336764386583,5.881766509619447,4.401805070038706,8.309667108967689e-124
HP4,6.225334263990529e-128,6.98830965,0.0,6.214845765750532,1.5901084854770648,1.0139824449187774e-123
flr,2.7248713204248518e-127,8.1828895,0.0,5.861216483678655,0.6936801240369669,4.4382704067079984e-123
sesB,5.9787862059055335e-127,10.139935000000001,11.938003511675372,9.883619949154342,11.218076194566908,9.738246972178933e-123
Dip-B,6.791170699546454e-127,8.6197895,0.0,7.05813615989429,1.722917241614248,1.1061458835421264e-122
ftz-f1,9.728376374760637e-127,0.0,3.19593190034357,0.1462624197357294,3.7660834743860714,1.5845579439210125e-122
p130CAS,1.1624769045649913e-126,8.394328999999999,0.0,6.743565172758989,1.5395996036158408,1.893442382155458e-122
CG32432,1.2757488596101817e-126,0.0,2.8414323250712745,0.31924756818181826,3.752941536896541,2.077939742533064e-122
noe,2.0828627395516586e-126,13.092373,14.643258062185248,13.081497721458787,14.676616857069876,3.3925668301817416e-122
RpL27A,2.2421213314413927e-126,7.52838965,0.0,7.192588511310776,2.7701156098732436,3.6519672246517405e-122
Rab11,3.926532676491898e-126,8.703869,4.779360276506783,8.294627773879498,4.081538880143039,6.395536423470003e-122
Argk,6.184875735904864e-126,9.982904999999999,12.079149735006583,9.603568207188161,11.215572814166341,1.0073925598641841e-121
CG11099,8.558750608218287e-126,0.0,0.0,0.0013018995771670193,3.0183195785900017,1.3940492990665946e-121
sty,9.396329304637965e-126,0.0,6.453448382708698,0.5890794024841438,4.880204281953517,1.5304741171394316e-121
Gp93,1.294998677712139e-125,8.5511245,0.0,6.740724828805494,1.4380666618280553,2.109293846257532e-121
St3,1.6068552690026363e-125,0.0,6.6170331442652435,0.2946483557399576,4.719787634950923,2.617245862151494e-121
inc,1.7333995952994907e-125,8.710967,0.0,7.08393430842495,1.9200126908523918,2.8233612608238105e-121
RpS25,1.9154744979051654e-125,9.493085,6.988759696941724,9.217425732241015,5.446093000662728,3.1199248621879335e-121
pnut,4.6423117953679234e-125,9.173889500000001,0.0,8.193092923361526,3.2906087130420576,7.561397452295274e-121
IscU,4.858512991258796e-125,7.6667578,11.03885577018323,6.767472632600424,9.640308908397278,7.913545960162326e-121
CG13551,7.28723716912719e-125,8.801250500000002,5.734971102039433,8.572706084672307,4.398519121280142,1.1869451901074367e-120
Prosbeta1,9.595171156955256e-125,7.996303,0.0,7.171241130496834,2.128805348270686,1.562861478044872e-120
Cip4,1.282009118392427e-124,8.589047,0.0,7.193329685983087,2.4227905945595887,2.088136452037585e-120
Ca-alpha1D,4.104743722186091e-124,0.0,5.694540542829135,0.8481371316279074,4.865715590912508,6.685806574696705e-120
CG8031,1.1825429596908608e-123,7.658693799999999,0.0,5.845686331363634,1.0098468376996832,1.926125972744474e-119
